,Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,SA12018_code,NZDep2018,NZDep2018_Score,URPopnSA1_2018,SA22018_code,SA22018_name
525,3,2.0,"3 Maynard Place Mangere Bridge, Auckland",905,1175000,-36.945839,174.77864069999998,7007832,42,21,33,27,21,36,Mangere Bridge,162,7007832,4.0,944.0,189,146800,Mangere Bridge
526,3,2.0,"192 Orakei Road Remuera, Auckland",238,3375000,-36.8682435,174.80536919999997,7005964,27,15,3,12,24,30,Remuera,105,7005964,5.0,970.0,105,140500,Remuera North
527,5,4.0,"Lot 1/78 Mahia Road Manurewa, Auckland",274,1050000,-37.03813579999999,174.888505,7009698,102,24,27,21,9,15,Wattle Downs,156,7009698,10.0,1286.0,201,161200,Wattle Downs North
528,3,2.0,"93 Beaumonts Way Manurewa, Auckland",714,640000,-37.0284281,174.9010774,7009799,36,36,24,18,9,21,Manurewa,117,7009799,9.0,1137.0,138,160900,Manurewa South
529,3,2.0,"93 Beaumonts Way Manurewa, Auckland",714,640000,-37.0284281,174.9010774,7009799,36,36,24,18,9,21,Manurewa,117,7009799,9.0,1137.0,138,160900,Manurewa South
530,3,1.0,"51 Beaumonts Way Manurewa, Auckland",675,580000,-37.0278558,174.9005844,7009799,36,36,24,18,9,21,Manurewa,117,7009799,9.0,1137.0,138,160900,Manurewa South
531,3,1.0,"4 Anson Place St Johns, Auckland",607,1060000,-36.8746381,174.8487666,7006443,51,30,45,30,21,27,Saint Johns,177,7006443,7.0,1026.0,189,144500,Saint Johns East
532,6,3.0,"60 Tironui Road Takanini, Auckland",515,810000,-37.053133,174.9336381,7010041,84,45,21,21,21,33,Takanini,207,7010041,10.0,1256.0,231,162800,Papakura West
533,5,3.0,"68a John Walker Drive Manurewa, Auckland",208,350000,-37.0312948,174.8722419,7009479,69,30,24,15,18,9,Manurewa,141,7009479,10.0,1240.0,156,159900,Rowandale West
534,4,2.0,"54 Godden Crescent Mission Bay, Auckland",382,2450000,-36.8587355,174.8300794,7006179,36,15,12,15,30,27,Mission Bay,135,7006179,1.0,883.0,132,141100,Mission Bay
535,3,1.0,"2/87a Woodglen Road Glen Eden, Auckland",100,640000,-36.9163925,174.64256630000003,7007193,60,24,33,30,21,12,Glen Eden,162,7007193,9.0,1115.0,177,130900,Glen Eden Woodglen
536,3,1.0,"23 Edinburgh Street Tuakau, Auckland",245,690000,-37.265020899999996,174.9412405,7010987,75,30,21,18,9,9,Tuakau,117,7010987,10.0,1243.0,162,170300,Tuakau South
537,3,1.0,"2/22 Sturdee Road Manurewa, Auckland",80,510000,-37.0140865,174.88496919999997,7009645,54,33,24,15,21,21,Manurewa,153,7009645,8.0,1030.0,162,159100,Homai East
538,5,3.0,"736a Remuera Road Remuera, Auckland",575,2575000,-36.8782757,174.8215358,7006083,39,18,27,21,21,33,Remuera,171,7006083,1.0,870.0,162,142400,Remuera East
539,5,3.0,"12b Waiatarua Road Remuera, Auckland",698,2100000,-36.8778505,174.82160480000002,7006083,39,18,27,21,21,33,Remuera,171,7006083,1.0,870.0,162,142400,Remuera East
540,4,3.0,"4 Brownlee Place Pukekohe, Auckland",555,800000,-37.1911305,174.9089261,7010523,63,27,36,21,18,12,Pukekohe,129,7010523,5.0,960.0,183,165600,Cape Hill
541,3,1.0,"4 St James Avenue Helensville, Auckland",600,680000,-36.6858441,174.45112360000002,7001747,69,24,30,30,21,60,Helensville,234,7001747,6.0,982.0,240,112400,Helensville
542,3,1.0,"74 Frank Grey Place Otahuhu, Auckland",139,600000,-36.941888299999995,174.8549182,7008472,57,24,21,15,27,30,Otahuhu,156,7008472,10.0,1189.0,177,150900,Otahuhu East
543,5,3.0,"23 Quedley Court Bucklands Beach, Auckland",750,3430000,-36.8768054,174.9147934,7006879,48,30,9,27,39,24,Eastern Beach,153,7006879,4.0,938.0,171,148000,Eastern Beach
544,5,2.0,"31 Selbourne Street Grey Lynn, Auckland",490,2325000,-36.8624487,174.73665730000002,7004924,57,24,36,33,18,24,Grey Lynn,183,7004924,5.0,957.0,201,131600,Grey Lynn North
545,4,2.0,"52 Polo Prince Drive Alfriston, Auckland",6024,1575000,-37.0061204,174.92768080000002,7009943,24,15,21,9,24,21,Totara Park,78,7009943,2.0,901.0,117,160400,Alfriston
546,5,3.0,"3 Chilton Place Mellons Bay, Auckland",825,2475000,-36.8914695,174.92512380000002,7006948,39,18,15,12,36,39,Howick,162,7006948,3.0,936.0,159,150400,Howick West
547,3,1.0,"30 Koromiko Street New Lynn, Auckland",451,760000,-36.900358600000004,174.67315990000003,7004283,39,36,30,24,24,33,New Lynn,165,7004283,8.0,1047.0,183,132300,New Lynn North
548,4,2.0,"17 Mcinnes Road Weymouth, Auckland",845,670000,-37.0493626,174.8609495,7009527,60,21,30,9,18,27,Weymouth,144,7009527,10.0,1164.0,162,160700,Weymouth South
549,4,3.0,"44a Bassett Road Remuera, Auckland",1199,3275000,-36.872032899999994,174.7847161,7005726,36,18,6,15,24,30,Remuera,135,7005726,1.0,887.0,132,139400,Remuera West
550,4,2.0,"6 Kesteven Avenue Glendowie, Auckland",181,2100000,-36.8590278,174.8653767,7006500,42,12,12,24,24,15,Glendowie,129,7006500,2.0,910.0,129,144000,Glendowie North
551,4,3.0,"1/53 Disraeli Street Epsom, Auckland",162,1600000,-36.8867384,174.76580269999997,7005433,54,54,21,30,27,39,Epsom,234,7005433,3.0,929.0,231,140200,Epsom Central-North
552,4,3.0,"23 Admiralty Rise Gulf Harbour, Auckland",773,400000,-36.608358200000005,174.7873188,7001687,39,21,15,27,27,39,Gulf Harbour,168,7001687,3.0,934.0,162,115700,Gulf Harbour North
553,5,3.0,"23 Redvale Rise Albany, Auckland",8573,1725000,-36.6816528,174.6953589,7001813,51,27,12,30,45,30,Redvale,198,7001813,2.0,899.0,201,115600,Dairy Flat South
554,4,2.0,"21b Kahia Lane Dairy Flat, Auckland",4000,2275000,-36.6864257,174.69043330000002,7001813,51,27,12,30,45,30,Redvale,198,7001813,2.0,899.0,201,115600,Dairy Flat South
555,3,2.0,"974 Kahikatea Flat Road Waitoki, Auckland",954,1075000,-36.6348536,174.5530938,7001392,42,33,24,27,27,30,Waitoki,180,7001392,1.0,893.0,183,112500,Waitoki
556,5,3.0,"67 Sapwood Crescent Takanini, Auckland",345,480000,-37.0426903,174.9515273,7010094,12,9,3,6,3,3,Takanini,72,7010094,6.0,993.0,39,162100,Takanini South
557,4,3.0,"3 Black Beech Crescent Takanini, Auckland",385,790000,-37.04132429999999,174.9495094,7010094,12,9,3,6,3,3,Takanini,72,7010094,6.0,993.0,39,162100,Takanini South
558,2,1.0,"38 Hamon Avenue Mount Roskill, Auckland",754,1300000,-36.902073,174.75079250000002,7005243,57,33,39,24,15,18,Mount Roskill,162,7005243,10.0,1156.0,186,140600,Three Kings West
559,2,2.0,"46d Tohunga Crescent Parnell, Auckland",598,2100000,-36.858635,174.78779740000002,7005665,27,24,9,12,21,36,Parnell,126,7005665,5.0,973.0,135,137400,Parnell East
560,4,2.0,"13 Taihiki Road Clarks Beach, Auckland",792,780000,-37.13667120000001,174.6983814,7010292,42,9,21,18,21,51,Clarks Beach,159,7010292,5.0,960.0,159,159400,Clarks Beach
561,2,2.0,"20 Kennedy Point Road Surfdale, Auckland",959,1700000,-36.809948799999994,175.0220949,7003348,21,3,9,18,18,45,Surfdale,111,7003348,1.0,897.0,117,147600,Surfdale
562,3,1.0,"70 Kiwi Esplanade Mangere Bridge, Auckland",756,1845000,-36.9412992,174.7691481,7007834,24,6,6,12,18,39,Mangere Bridge,114,7007834,4.0,939.0,102,146100,Mangere Bridge Ambury
563,5,3.0,"2 Seventh View Avenue Beachlands, Auckland",750,1250000,-36.8888495,174.9983924,7007052,126,51,66,72,42,48,Beachlands,162,7007052,1.0,892.0,402,156400,Te Puru
564,1,1.0,"3 Miami Avenue Surfdale, Auckland",809,740000,-36.793135299999996,175.02600680000003,7003359,36,27,15,24,33,45,Surfdale,159,7003359,8.0,1047.0,183,147600,Surfdale
565,2,1.0,"1a Lannan Road Surfdale, Auckland",1421,860000,-36.789125899999995,175.02286030000002,7003357,33,18,27,15,30,39,Surfdale,156,7003357,4.0,952.0,165,147600,Surfdale
566,3,2.0,"10 Goudie Road Helensville, Auckland",22240,1075000,-36.688849600000005,174.3881961,7001262,45,12,15,27,27,39,Helensville,138,7001262,3.0,926.0,165,110700,South Head
567,4,2.0,"27 Scotts Road Manurewa, Auckland",809,680000,-37.0233245,174.9085721,7009888,57,30,18,18,18,15,Manurewa East,108,7009888,10.0,1219.0,156,160800,Manurewa East
568,1,1.0,"14 Te Rangitawhiri Road Great Barrier Island, Auckland",2141,740000,-36.1972824,175.4169211,7001131,27,6,6,18,39,60,,120,7001131,9.0,1122.0,156,111800,Barrier Islands
569,5,3.0,"349 Blind Bay Road Great Barrier Island, Auckland",3953,920000,-36.25789520000001,175.4364476,7001131,27,6,6,18,39,60,Great Barrier Island (Aotea Island),120,7001131,9.0,1122.0,156,111800,Barrier Islands
570,3,2.0,"5b Charlenne Close Ranui, Auckland",291,700000,-36.869014299999996,174.6066264,7003568,84,51,45,36,30,36,Ranui,261,7003568,7.0,1008.0,279,125000,Ranui South East
571,4,1.0,"37a Earlsworth Road Mangere, Auckland",343,630000,-36.9673457,174.83407869999996,7008270,75,51,39,24,30,27,Mangere East,204,7008270,9.0,1092.0,246,152100,Massey Road North
572,5,6.0,"259 St Heliers Bay Road St Heliers, Auckland",2268,6600000,-36.863925099999996,174.8532993,7006423,39,18,15,21,39,30,St Heliers,162,7006423,1.0,889.0,165,143500,Saint Heliers South
573,4,3.0,"35b Park Road Glenfield, Auckland",400,450000,-36.7912775,174.71894319999998,7002649,60,30,33,36,15,27,Glenfield,180,7002649,4.0,945.0,210,123300,Glenfield South West
574,3,2.0,"Lot 3/16 Romney Place Manurewa, Auckland",200,570000,-37.019332,174.8739419,7009554,66,33,33,24,21,21,Manurewa,150,7009554,10.0,1217.0,198,159200,Homai West
575,3,1.0,"22 Ivon Road Otara, Auckland",739,540000,-36.9655974,174.8862086,7008860,69,45,30,24,15,30,Otara,222,7008860,9.0,1128.0,219,155800,Ferguson
576,2,1.0,"3/1 Plunket Avenue Papatoetoe, Auckland",61,480000,-36.987429299999995,174.8611939,7009439,39,30,30,18,24,15,Papatoetoe,123,7009439,8.0,1034.0,159,156700,Puhinui South
577,4,3.0,"300a Kohimarama Road Kohimarama, Auckland",601,1850000,-36.8643558,174.8439233,7006309,63,24,27,42,39,42,St Heliers,225,7006309,2.0,916.0,240,142700,Saint Heliers West
578,3,2.0,"29 Marau Crescent Mission Bay, Auckland",171,2250000,-36.8493717,174.8326149,7006272,18,12,9,9,21,51,Mission Bay,168,7006272,1.0,893.0,117,141100,Mission Bay
579,5,3.0,"31 Marau Crescent Mission Bay, Auckland",283,2600000,-36.8493109,174.8328969,7006272,18,12,9,9,21,51,Mission Bay,168,7006272,1.0,893.0,117,141100,Mission Bay
580,5,3.0,"Dairy Flat  Rodney  0794 Dairy Flat, Auckland",323,2100000,-36.6664831,174.6389587,7001769,39,21,18,30,24,30,Dairy Flat,159,7001769,3.0,933.0,162,113500,Dairy Flat West
581,4,3.0,"11 Musson Drive Waiheke Island, Auckland",240,1975000,-36.811543799999995,175.0832685,7003389,30,9,18,27,39,42,Waiheke Island,174,7003389,4.0,950.0,168,151700,Waiheke East
582,4,5.0,"379a Gordons Road Waiheke Island, Auckland",641,6400000,-36.8290569,175.0742834,7003389,30,9,18,27,39,42,Waiheke Island,174,7003389,4.0,950.0,168,151700,Waiheke East
583,2,1.0,"22 Ridge Road Oneroa, Auckland",922,960000,-36.7854027,175.0075094,7003340,39,18,33,30,48,63,Oneroa,237,7003340,6.0,994.0,234,144600,Oneroa West
584,3,1.0,"12 Roseman Avenue Mount Roskill, Auckland",792,1105000,-36.913748999999996,174.7353069,7007657,63,42,30,21,24,24,Mount Roskill,213,7007657,10.0,1182.0,207,140700,Mount Roskill Central-South
585,5,2.0,"55 Edgewater Parade Waiuku, Auckland",679,690000,-37.2437086,174.7273132,7010407,36,15,21,21,21,36,Waiuku,123,7010407,5.0,969.0,150,164400,Tamakae
586,2,1.0,"4/166 Puhinui Road Papatoetoe, Auckland",67,530000,-36.9878469,174.8600802,7009438,36,27,24,15,21,12,Papatoetoe,123,7009438,8.0,1044.0,135,156700,Puhinui South
587,4,1.0,"24 Bates Road Papakura, Auckland",1222,610000,-37.0675883,174.9563647,7010200,81,30,12,18,18,9,Papakura,141,7010200,10.0,1379.0,171,163600,Papakura Massey Park
588,6,3.0,"28 Westerley Place Long Bay, Auckland",708,1625000,-36.691770700000006,174.74277450000002,7001930,78,48,54,39,36,45,Long Bay,0,7001930,3.0,925.0,297,116500,Long Bay
589,4,2.0,"Lot 2/44 Earlsworth Road Mangere, Auckland",313,1325000,-36.9676691,174.8347424,7008271,87,39,54,33,30,30,Mangere East,225,7008271,9.0,1119.0,273,152100,Massey Road North
590,7,3.0,"70 Waldorf Crescent Orewa, Auckland",1276,2100000,-36.580704,174.6770554,7001431,42,30,9,24,30,42,Orewa,159,7001431,2.0,906.0,177,112700,Orewa North
591,6,4.0,"410 Pukapuka Road Mahurangi, Auckland",607,6200000,-36.4745734,174.69341519999998,7001299,27,15,15,21,27,33,Pohuehue,108,7001299,5.0,963.0,135,111200,Puhoi Valley
592,2,2.0,"Parnell  Auckland City  1052 Parnell, Auckland",598,2025000,-36.8590062,174.7829378,7005692,18,21,24,15,15,27,Parnell,165,7005692,4.0,938.0,126,136400,Parnell West
593,6,4.0,"64 Okura River Road Okura, Auckland",384,5700000,-36.67639929999999,174.7214825,7001866,15,6,12,3,15,6,Okura,54,7001866,2.0,911.0,60,114800,Okura Bush
594,3,1.0,"Lot 2/80 Reelick Avenue Pakuranga, Auckland",570,1950000,-36.9158546,174.89576530000002,7006765,42,15,27,21,15,27,Pakuranga Heights,144,7006765,3.0,932.0,147,150700,Pakuranga Heights East
595,5,3.0,"15a Wilmay Avenue Papatoetoe, Auckland",252,930000,-36.97586389999999,174.8577844,7008548,30,60,24,12,12,18,Papatoetoe,168,7008548,6.0,997.0,156,154900,Papatoetoe Central
596,3,3.0,"9a Luplau Crescent Cockle Bay, Auckland",1024,1300000,-36.8954544,174.93952990000003,7006998,36,9,12,18,21,36,Cockle Bay,117,7006998,4.0,937.0,135,153400,Cockle Bay
597,1,1.0,"841 Beach Road Browns Bay, Auckland",675,970000,-36.710444700000004,174.7455523,7002061,27,27,21,15,42,60,Browns Bay,186,7002061,4.0,945.0,195,118300,Browns Bay Central
598,4,2.0,"109 Luckens Road West Harbour, Auckland",726,1100000,-36.8204815,174.6343895,7003913,57,27,27,18,21,18,West Harbour,150,7003913,7.0,1027.0,171,119800,West Harbour West
599,4,2.0,"143 Annett Road Kumeu, Auckland",244,1625000,-36.801925,174.49926159999998,7002160,48,12,12,24,39,30,Kumeu,153,7002160,4.0,944.0,162,114700,Kumeu Rural West
600,3,1.0,"3a Farrelly Avenue Mount Roskill, Auckland",100,880000,-36.902310799999995,174.72873140000002,7004832,36,30,15,12,24,12,Wesley,138,7004832,10.0,1189.0,123,137900,Wesley West
601,3,1.0,"777 Sandringham Rd Extension, Auckland",961 mÂ²,1725000,-36.9016281,174.7299846,7004832,36,30,15,12,24,12,Wesley,138,7004832,10.0,1189.0,123,137900,Wesley West
602,4,3.0,"34 Cliff Road Torbay, Auckland",1265,4110000,-36.693217499999996,174.7575555,7002104,30,24,12,18,36,54,Torbay,168,7002104,1.0,897.0,174,117200,Torbay
603,2,1.0,"81 Goodall Street Hillsborough, Auckland",1738,1400000,-36.928577399999995,174.7582314,7007781,45,21,18,18,27,36,Hillsborough,132,7007781,2.0,916.0,165,143600,Hillsborough South (Auckland)
604,3,2.0,"29a Combes Road Remuera, Auckland",236,1550000,-36.873544200000005,174.801453,7005847,27,33,24,18,27,18,Remuera,150,7005847,3.0,931.0,156,141600,Remuera Waiata
605,3,2.0,"64a Christmas Road Manurewa, Auckland",260,610000,-37.0300709,174.8998782,7009802,60,48,33,27,21,18,Manurewa,183,7009802,9.0,1093.0,216,160900,Manurewa South
606,3,1.0,"28 Frank Street Oneroa, Auckland",1151,920000,-36.785718200000005,175.0278159,7003353,30,30,30,33,21,45,Oneroa,138,7003353,4.0,954.0,189,147600,Surfdale
607,4,3.0,"Lot 4/2 Wyman Place Pakuranga, Auckland",163,645000,-36.9081354,174.8899885,7008790,54,36,33,18,18,15,Pakuranga Heights,162,7008790,5.0,974.0,174,150500,Pakuranga Heights North West
608,3,2.0,"69 Wainui Road Silverdale, Auckland",532,1300000,-36.6150797,174.67503080000003,7001459,0,0,0,0,0,0,Silverdale,12,7001459,8.0,1033.0,21,113800,Silverdale Central (Auckland)
609,4,2.0,"122 Pulham Road Warkworth, Auckland",1513,890000,-36.409687,174.6729053,7001308,42,15,9,21,15,27,Warkworth,99,7001308,1.0,867.0,132,111300,Warkworth East
610,2,1.0,"114 Trig Hill Road Onetangi, Auckland",806,580000,-36.798819200000004,175.0872079,7003394,42,9,18,21,27,42,Onetangi,120,7003394,6.0,999.0,156,151100,Onetangi
611,17,8.0,"Sandringham  Auckland City  1025 Sandringham, Auckland",1596,760000,-36.8836131,174.7388892,7004981,21,21,18,21,9,12,Sandringham,120,7004981,6.0,988.0,111,136300,Sandringham North
612,4,2.0,"5 Henderson Valley Road Henderson Valley, Auckland",1143,875000,-36.88003629999999,174.6284291,7003883,36,15,21,15,24,30,Henderson,111,7003883,9.0,1109.0,132,126700,Henderson North
613,5,3.0,"1/79 Russell Road Manurewa, Auckland",253,890000,-37.020952799999996,174.8830479,7009650,87,48,36,24,27,15,Manurewa,192,7009650,9.0,1127.0,234,159200,Homai West
614,2,1.0,"5/80 Awaroa Road Sunnyvale, Auckland",70,815000,-36.8960262,174.6410939,7004018,57,36,39,21,24,24,Sunnyvale,195,7004018,8.0,1043.0,204,129100,Sunnyvale East
615,4,3.0,"9 Toru Street Te Atatu Peninsula, Auckland",812,1484100,-36.85290139999999,174.6487203,7004092,42,24,24,21,18,9,Te Atatu Peninsula,129,7004092,7.0,1011.0,138,124800,Te Atatu Peninsula West
616,8,4.0,"145 Bombay Road Bombay, Auckland",2362,1825000,-37.1861371,174.9915621,7010377,51,9,18,36,27,42,Bombay,81,7010377,1.0,891.0,183,166300,Bombay Hills
617,1,1.0,"14a Kea Place Mangere Bridge, Auckland",449,570000,-36.949429200000004,174.7751889,7007849,45,18,21,24,24,39,Mangere Bridge,156,7007849,6.0,996.0,165,146100,Mangere Bridge Ambury
618,4,4.0,"14b Kea Place Mangere Bridge, Auckland",460,1325000,-36.949429200000004,174.7751889,7007849,45,18,21,24,24,39,Mangere Bridge,156,7007849,6.0,996.0,165,146100,Mangere Bridge Ambury
619,4,2.0,"Lot 1/71a () Russell Road Manurewa, Auckland",466,1975000,-37.021203,174.8829829,7009561,69,39,45,33,21,39,Manurewa,246,7009561,9.0,1073.0,252,160000,Rowandale East
620,2,1.0,"32a Fairlands Avenue Waterview, Auckland",105,990000,-36.883895,174.6970967,7004381,39,42,30,24,21,21,Waterview,162,7004381,4.0,939.0,180,131100,Waterview
621,4,1.0,"9 Peace Avenue Mount Wellington, Auckland",1088,810000,-36.9268505,174.8554719,7008455,42,30,15,21,15,27,Mount Wellington,147,7008455,10.0,1138.0,153,149500,Mount Wellington South East
622,3,2.0,"19 Tawa Road Te Atatu Peninsula, Auckland",170,670000,-36.8276749,174.64436469999998,7004043,60,33,33,30,30,30,Te Atatu Peninsula,219,7004043,5.0,959.0,219,123200,Te Atatu Peninsula North West
623,3,1.0,"6 Portage Road Papatoetoe, Auckland",1012,820000,-36.9706356,174.84338400000001,7008406,102,63,36,18,21,21,Papatoetoe,216,7008406,9.0,1134.0,255,154800,Papatoetoe West
624,4,1.0,"2 Reding Street Takanini, Auckland",948,740000,-37.038321100000005,174.9206959,7009969,78,51,42,18,18,15,Takanini,144,7009969,9.0,1089.0,219,162000,Takanini West
625,4,3.0,"3/13 Trimmer Terrace Papatoetoe, Auckland",178,770000,-36.9708905,174.8513235,7008524,33,27,18,15,18,12,Papatoetoe,123,7008524,7.0,1009.0,129,154000,Papatoetoe North
626,4,2.0,"165 Mill Road Bombay, Auckland",230,2050000,-37.1925446,174.9757129,7010369,45,21,12,21,39,21,Bombay,144,7010369,2.0,908.0,153,165100,Ramarama
627,3,2.0,"25 Ocean View Crescent Rakino Island, Auckland",1366,270000,-36.7195924,174.94956340000002,7001354,0,0,0,0,0,6,Rakino Island,39,7001354,6.0,991.0,27,114300,Gulf Islands
628,2,1.0,"2/66 South Pacific Road Rakino Island, Auckland",40,3250000,-36.7196717,174.9515235,7001354,0,0,0,0,0,6,Rakino Island,39,7001354,6.0,991.0,27,114300,Gulf Islands
629,3,2.0,"Lot 4 Hillcrest Heights Orewa, Auckland",184,920000,-36.5717005,174.6921667,7001471,45,27,12,39,42,57,Hatfields Beach,210,7001471,2.0,912.0,228,112800,Hatfields Beach
630,4,3.0,"Lot 10 Hillcrest Heights Orewa, Auckland",188,1275000,-36.572094,174.69151000000002,7001471,45,27,12,39,42,57,Hatfields Beach,210,7001471,2.0,912.0,228,112800,Hatfields Beach
631,5,1.0,"6 Regent  Street Papatoetoe, Auckland",1429,1355000,-36.9783779,174.87017790000002,7008654,54,36,33,21,12,24,Papatoetoe,138,7008654,8.0,1045.0,180,156200,Papatoetoe South
632,3,2.0,"2/29 Jane Cowie Avenue Otahuhu, Auckland",57,530000,-36.956313200000004,174.8457959,7008385,66,42,39,15,12,12,Otahuhu,183,7008385,9.0,1134.0,189,151400,Otahuhu South West
633,2,1.0,"94 Hunterville Road Orapiu, Auckland",1040,1080000,-36.8019237,175.1080146,7003396,24,3,6,12,27,27,Waiheke Island,96,7003396,5.0,961.0,111,151700,Waiheke East
634,4,3.0,"12 Royalty Rise Mt Eden, Auckland",343,830000,-36.60987670000001,174.7026638,7001550,48,15,15,27,27,69,Red Beach,201,7001550,2.0,915.0,195,114000,Red Beach East
635,5,2.0,"66 Sample Road Auckland Central, Auckland",11000,1080000,-36.8484597,174.7633315,7005277,15,63,36,6,12,0,Auckland Central,162,7005277,8.0,1047.0,138,132700,Hobson Ridge North
636,4,2.0,"18 Riserra Drive Ranui, Auckland",396,545000,-36.864999299999994,174.6118191,7003697,36,33,12,27,18,15,Ranui,183,7003697,9.0,1077.0,144,123800,Ranui Domain
637,6,3.0,"4 Puketaha Road Swanson, Auckland",809,910000,-36.8705171,174.55521930000003,7003433,33,24,24,18,36,15,Swanson,132,7003433,1.0,897.0,144,121100,Swanson Rural
638,2,1.0,"4/66 Huia Road Papatoetoe, Auckland",70,500000,-36.970710700000005,174.86786519999998,7008631,15,30,21,9,18,15,Papatoetoe,105,7008631,9.0,1071.0,111,155600,Papatoetoe East
639,6,4.0,"35 Eynsham Court Dannemora, Auckland",1201,2550000,-36.9303095,174.9267783,7009277,57,24,21,24,48,51,Dannemora,216,7009277,1.0,880.0,222,155300,Botany East
640,5,4.0,"Lot 238/30 Bearing Parade Long Bay, Auckland",450,1775000,-36.688455100000006,174.7460598,7002019,24,6,12,15,6,3,Long Bay,0,7002019,3.0,923.0,69,116500,Long Bay
641,5,4.0,"19 Buckleys Track Paremoremo, Auckland",9107,2400000,-36.7700201,174.6594109,7001795,36,9,12,15,21,21,Paremoremo,105,7001795,2.0,907.0,120,116600,Paremoremo East
642,2,1.0,"3 Matai Road Oneroa, Auckland",809,1120000,-36.7859279,175.0117572,7003343,27,18,30,24,12,21,Oneroa,120,7003343,3.0,927.0,126,144600,Oneroa West
643,5,3.0,"71a Russell Road (lot 3) Manurewa, Auckland",394,560000,-37.024879299999995,174.893116,7009785,30,24,12,24,18,39,Manurewa,156,7009785,9.0,1129.0,144,160100,Manurewa Central
644,4,3.0,"9 Cooperage Avenue Huapai, Auckland",493,500000,-36.772106,174.5442431,7002186,27,27,30,15,18,21,Huapai,123,7002186,4.0,941.0,138,115000,Kumeu-Huapai
645,5,3.0,"39a Victoria Avenue Remuera, Auckland",305,2350000,-36.8781069,174.7990534,7005849,54,9,9,33,27,75,Remuera,189,7005849,1.0,894.0,201,141600,Remuera Waiata
646,4,3.0,"33 Woodward Avenue Mangere Bridge, Auckland",342,1500000,-36.944577100000004,174.7855209,7007919,63,27,24,27,27,39,Mangere Bridge,189,7007919,6.0,996.0,207,146800,Mangere Bridge
647,5,3.0,"10 Nanleen Rise The Gardens, Auckland",411,500000,-37.0152994,174.9106502,7009853,33,18,27,18,24,39,Manurewa,162,7009853,3.0,925.0,165,160400,Alfriston
648,5,3.0,"2 Nanleen Rise The Gardens, Auckland",491,520000,-37.0152994,174.9106502,7009853,33,18,27,18,24,39,Manurewa,162,7009853,3.0,925.0,165,160400,Alfriston
649,2,1.0,"1a Anzac Road Orapiu, Auckland",1070,790000,-36.8423596,175.14598180000002,7003397,12,0,6,18,24,36,Waiheke Island,75,7003397,4.0,950.0,99,151700,Waiheke East
650,4,3.0,"9 Laingfield Terrace Laingholm, Auckland",4019,1320000,-36.9599266,174.62746769999998,7007159,48,12,12,27,27,30,Laingholm,153,7007159,2.0,899.0,159,137500,Laingholm
651,4,1.0,"30 Girrahween Drive Totara Vale, Auckland",1115,1155000,-36.764640500000006,174.7228284,7002731,24,9,18,15,6,18,Totara Vale,105,7002731,3.0,936.0,99,121900,Totara Vale South
652,5,4.0,"11 Millcroft Lane Ranui, Auckland",358,900000,-36.872083700000005,174.60459980000002,7003572,63,33,63,24,33,18,Ranui,135,7003572,5.0,973.0,234,125000,Ranui South East
653,6,2.0,"78 Helvetia Road Pukekohe, Auckland",741,620000,-37.1974973,174.88973430000001,7010481,57,36,15,18,6,18,Pukekohe,120,7010481,8.0,1066.0,153,165500,Pukekohe West
654,3,1.0,"1 Alaina Place Tuakau, Auckland",690,500000,-37.2593705,174.9463977,7011005,21,9,3,3,6,9,Tuakau,33,7011005,9.0,1120.0,39,170000,Tuakau North
655,4,1.0,"2 Alaina Place Tuakau, Auckland",548,460000,-37.2593705,174.9463977,7011005,21,9,3,3,6,9,Tuakau,33,7011005,9.0,1120.0,39,170000,Tuakau North
656,4,2.0,"16 Rodeo Drive Redvale, Auckland",10000,1875000,-36.6849893,174.7068034,7001835,39,15,18,21,21,15,Redvale,123,7001835,2.0,914.0,126,114800,Okura Bush
657,6,5.0,"47 Island View Drive Gulf Harbour, Auckland",1083,2900000,-36.6159283,174.8048677,7001717,54,18,12,27,33,39,Gulf Harbour,153,7001717,2.0,913.0,177,116200,Gulf Harbour South
658,2,1.0,"235 Ocean View Road Oneroa, Auckland",3488,650000,-36.7864177,175.0220042,7003342,24,24,21,39,27,39,Oneroa,201,7003342,5.0,956.0,180,146900,Oneroa East-Palm Beach
659,2,2.0,"27 Hekerua Road Oneroa, Auckland",1161,1200000,-36.7846297,175.0256175,7003342,24,24,21,39,27,39,Oneroa,201,7003342,5.0,956.0,180,146900,Oneroa East-Palm Beach
660,5,3.0,"8 Bougainvillaea Terrace Manukau, Auckland",560,980000,-36.996419,174.900078,7009739,27,36,15,15,30,33,Goodwood Heights,162,7009739,5.0,961.0,162,158500,Goodwood Heights
661,6,4.0,"1 Michael Bosher Way Flat Bush, Auckland",5024,2350000,-36.9856753,174.9475179,7009346,90,42,27,45,75,45,Flat Bush,240,7009346,2.0,898.0,321,158900,Tuscany Heights
662,3,1.0,"358 Mangawhai Road Wellsford, Auckland",15550,550000,-36.2287416,174.5458102,7001139,48,30,21,21,33,45,Wellsford,174,7001139,5.0,973.0,195,110400,Cape Rodney
